longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity,median_house_value (Predictions),median_house_value (Actual)
-116.31,33.65,8.0,3079.0,558.0,1572.0,474.0,4.5938,INLAND,193353.0,102600.0
-117.24,34.15,23.0,3847.0,608.0,1621.0,630.0,4.6111,INLAND,142315.0,128400.0
-122.1,37.66,35.0,686.0,142.0,480.0,149.0,3.875,NEAR BAY,172924.0,162100.0
-118.45,34.03,41.0,2083.0,528.0,993.0,481.0,4.0231,<1H OCEAN,427456.42,353900.0
-121.31,38.71,18.0,3998.0,744.0,2071.0,660.0,4.3836,INLAND,138337.0,102000.0
-117.98,34.04,29.0,1468.0,310.0,1390.0,276.0,3.75,<1H OCEAN,166104.0,190600.0
-120.14,36.04,27.0,2533.0,518.0,1371.0,461.0,2.9708,INLAND,74792.0,60900.0
-117.96,33.65,23.0,5379.0,684.0,1826.0,555.0,7.0151,<1H OCEAN,340398.01,350600.0
-121.78,37.34,21.0,1959.0,292.0,891.0,300.0,7.375,<1H OCEAN,331286.02,338400.0
-117.81,33.73,17.0,1063.0,189.0,363.0,183.0,2.1719,<1H OCEAN,174730.01,261300.0
-118.27,34.08,38.0,2265.0,801.0,2899.0,792.0,2.5521,<1H OCEAN,195477.0,157500.0
-117.19,32.77,9.0,634.0,152.0,248.0,133.0,3.8571,NEAR OCEAN,201605.01,143800.0
-118.28,34.11,46.0,1156.0,203.0,514.0,213.0,4.2019,<1H OCEAN,300104.02,352100.0
-122.13,37.66,19.0,862.0,167.0,407.0,183.0,4.3456,NEAR BAY,207406.0,163000.0
-117.36,33.97,32.0,1625.0,335.0,1212.0,327.0,2.7596,INLAND,100553.0,82200.0
-118.56,34.22,34.0,1599.0,294.0,819.0,306.0,4.3194,<1H OCEAN,220910.0,197000.0
-120.21,36.98,21.0,1667.0,303.0,861.0,276.0,2.6012,INLAND,79655.0,92200.0
-118.15,33.78,12.0,4436.0,1133.0,2176.0,1002.0,3.5812,NEAR OCEAN,249170.01,198600.0
-121.42,38.6,36.0,1327.0,209.0,613.0,230.0,3.8672,INLAND,134890.0,111400.0
-118.18,33.77,37.0,2653.0,754.0,1087.0,698.0,2.3523,NEAR OCEAN,181108.0,325000.0
-117.11,32.69,36.0,1421.0,367.0,1418.0,355.0,1.9425,NEAR OCEAN,86734.0,93400.0
-118.42,34.29,34.0,1489.0,326.0,1389.0,313.0,3.4821,<1H OCEAN,154836.0,160300.0
-118.74,34.05,19.0,3487.0,686.0,2782.0,584.0,7.9184,NEAR OCEAN,452351.57,500001.0
-122.44,37.8,52.0,3149.0,719.0,1145.0,658.0,4.625,NEAR BAY,498172.95,500001.0
-118.34,34.11,40.0,5485.0,1242.0,2034.0,1133.0,3.6974,<1H OCEAN,361671.09,500001.0
-121.4,38.62,28.0,3671.0,886.0,1733.0,820.0,2.2292,INLAND,112248.0,113200.0
-122.14,37.74,52.0,1071.0,201.0,440.0,192.0,4.0662,NEAR BAY,195012.0,204200.0
-116.16,33.68,12.0,1230.0,277.0,1334.0,260.0,2.2679,INLAND,72464.0,61400.0
-121.88,37.34,40.0,1547.0,625.0,1493.0,543.0,1.2887,<1H OCEAN,206136.0,212500.0
-117.64,33.62,16.0,3970.0,771.0,1202.0,734.0,3.4115,<1H OCEAN,213737.03,184800.0
-118.32,34.11,33.0,5135.0,1450.0,2404.0,1292.0,3.2462,<1H OCEAN,310329.04,435700.0
-117.91,33.87,29.0,1121.0,,762.0,276.0,2.5,<1H OCEAN,203924.01,143800.0
-118.05,33.99,42.0,2480.0,401.0,1085.0,438.0,5.193,<1H OCEAN,268493.03,263400.0
-118.42,34.25,37.0,1545.0,341.0,1909.0,352.0,3.6791,<1H OCEAN,153976.0,148100.0
-120.77,37.01,28.0,1689.0,378.0,1057.0,267.0,3.125,INLAND,120495.0,156300.0
-118.35,34.18,46.0,1840.0,379.0,866.0,360.0,3.3056,<1H OCEAN,238037.0,230400.0
-118.3,34.11,25.0,1590.0,218.0,568.0,206.0,8.4389,<1H OCEAN,461822.66,500001.0
-117.93,33.87,10.0,1277.0,488.0,730.0,417.0,1.4803,<1H OCEAN,154974.0,137500.0
-117.55,34.25,39.0,1578.0,317.0,872.0,322.0,4.555,INLAND,163905.0,153100.0
-122.17,37.74,34.0,1223.0,281.0,824.0,280.0,2.2917,NEAR BAY,92193.0,92500.0
-117.61,34.09,23.0,1945.0,362.0,1483.0,383.0,4.4205,INLAND,148493.0,135500.0
-121.17,38.68,37.0,1252.0,267.0,686.0,256.0,3.0,INLAND,118220.0,121900.0
-122.41,37.61,46.0,2975.0,643.0,1479.0,577.0,3.8214,NEAR OCEAN,279614.0,273600.0
-118.46,34.3,32.0,2424.0,476.0,2291.0,419.0,4.0337,<1H OCEAN,171428.0,158500.0
-122.7,38.35,16.0,1328.0,187.0,607.0,197.0,5.0366,<1H OCEAN,221583.0,257800.0
-122.06,37.73,5.0,3596.0,467.0,1738.0,512.0,7.0568,NEAR BAY,346558.09,412500.0
-121.81,38.45,24.0,1951.0,341.0,1140.0,338.0,3.7061,INLAND,152129.0,128500.0
-117.65,34.14,9.0,3877.0,490.0,1815.0,490.0,8.4839,INLAND,317843.0,406700.0
-122.45,37.72,52.0,982.0,197.0,653.0,171.0,4.2167,NEAR BAY,249007.0,231900.0
-121.76,37.0,21.0,1416.0,269.0,779.0,200.0,3.1987,<1H OCEAN,222099.02,279800.0
-122.44,37.66,21.0,5108.0,1510.0,3288.0,1405.0,3.1927,NEAR OCEAN,281057.0,252600.0
-117.93,33.83,32.0,1792.0,411.0,1131.0,381.0,2.4942,<1H OCEAN,184368.0,186300.0
-118.36,34.19,46.0,1676.0,322.0,846.0,295.0,5.1814,<1H OCEAN,322955.01,209500.0
-122.24,37.79,27.0,1632.0,492.0,1171.0,429.0,2.3173,NEAR BAY,129117.0,125000.0
-116.99,32.8,34.0,3657.0,538.0,1513.0,562.0,5.2907,<1H OCEAN,203760.0,195800.0
-122.02,36.97,39.0,2124.0,661.0,1365.0,606.0,1.6642,NEAR OCEAN,218831.0,281300.0
-117.85,33.78,23.0,3187.0,870.0,1977.0,852.0,3.3939,<1H OCEAN,214362.0,212100.0
-122.2,37.96,9.0,6306.0,962.0,2581.0,911.0,6.7741,NEAR BAY,372325.16,310700.0
-122.38,40.56,23.0,2281.0,408.0,1164.0,420.0,3.5347,INLAND,103413.0,101200.0
-117.0,32.85,24.0,1888.0,319.0,950.0,319.0,5.282,<1H OCEAN,185757.0,140800.0
-117.1,32.83,16.0,1049.0,154.0,467.0,160.0,6.2047,<1H OCEAN,233414.0,248100.0
-118.18,33.78,36.0,1697.0,550.0,1379.0,434.0,1.2746,NEAR OCEAN,152383.0,129700.0
-117.82,33.73,27.0,1270.0,258.0,809.0,264.0,5.0162,<1H OCEAN,208535.0,223000.0
-120.46,34.63,48.0,1408.0,301.0,682.0,279.0,2.9271,NEAR OCEAN,199387.03,146600.0
-118.73,36.01,14.0,3263.0,651.0,1910.0,594.0,2.8603,INLAND,83530.0,128900.0
-119.7,36.83,23.0,3532.0,756.0,1885.0,758.0,2.5904,INLAND,91899.0,71400.0
-118.32,34.05,50.0,1389.0,364.0,976.0,302.0,1.5882,<1H OCEAN,200977.01,327300.0
-119.1,36.4,31.0,1533.0,361.0,1518.0,386.0,1.5608,INLAND,50372.0,51700.0
-118.22,33.83,44.0,1792.0,404.0,1115.0,358.0,3.9091,<1H OCEAN,175707.0,174400.0
-118.98,37.65,18.0,1795.0,416.0,483.0,208.0,4.5375,INLAND,140173.0,169800.0
-123.02,38.81,45.0,1717.0,389.0,916.0,367.0,3.2425,<1H OCEAN,139817.0,138800.0
-122.06,37.38,20.0,4293.0,1272.0,2389.0,1210.0,4.2719,NEAR BAY,316570.15,270800.0
-122.3,37.88,45.0,453.0,146.0,749.0,137.0,1.475,NEAR BAY,166653.07,187500.0
-121.54,39.6,15.0,886.0,204.0,576.0,205.0,2.1467,INLAND,86651.0,84100.0
-121.53,38.48,5.0,27870.0,5027.0,11935.0,4855.0,4.8811,INLAND,175494.0,212200.0
-118.26,33.95,38.0,1387.0,346.0,1240.0,355.0,1.6898,<1H OCEAN,95295.0,95100.0
-117.73,34.12,26.0,6459.0,894.0,2487.0,885.0,6.2089,INLAND,240925.0,261800.0
-122.0,37.36,17.0,6012.0,1737.0,3539.0,1625.0,3.8464,<1H OCEAN,275265.04,239400.0
-115.49,32.67,24.0,1266.0,275.0,1083.0,298.0,1.4828,INLAND,72761.0,73100.0
-118.28,34.09,49.0,3828.0,1197.0,2862.0,1009.0,2.4677,<1H OCEAN,241425.01,219200.0
-118.39,33.86,28.0,3619.0,764.0,1735.0,789.0,6.1404,<1H OCEAN,401666.15,368400.0
-117.15,34.06,25.0,3670.0,644.0,1815.0,634.0,4.0658,INLAND,125581.0,127400.0
-122.29,37.94,20.0,7578.0,1426.0,3637.0,1362.0,4.4387,NEAR BAY,214295.04,190000.0
-118.55,34.2,21.0,2549.0,651.0,1624.0,628.0,3.6905,<1H OCEAN,235999.0,179800.0
-118.15,33.93,42.0,1839.0,346.0,1034.0,339.0,4.9808,<1H OCEAN,211433.0,212300.0
-121.18,37.99,31.0,2450.0,559.0,1459.0,478.0,2.4674,INLAND,106750.0,130900.0
-122.24,37.8,52.0,996.0,228.0,731.0,228.0,2.2697,NEAR BAY,136352.01,127000.0
-116.11,33.64,20.0,1273.0,354.0,1548.0,355.0,2.0871,INLAND,63481.0,84700.0
-118.31,34.02,52.0,1832.0,441.0,1186.0,420.0,1.2434,<1H OCEAN,118389.0,98400.0
-118.55,33.99,39.0,2603.0,456.0,928.0,410.0,7.9096,NEAR OCEAN,486653.7,500001.0
-121.34,38.55,11.0,2838.0,498.0,1701.0,504.0,4.1447,INLAND,159171.0,114000.0
-121.09,37.33,40.0,524.0,112.0,329.0,96.0,1.7188,INLAND,89904.0,112500.0
-118.13,34.01,40.0,2412.0,629.0,2119.0,600.0,2.075,<1H OCEAN,154209.0,151100.0
-122.26,38.1,30.0,3317.0,1058.0,1794.0,990.0,1.1835,NEAR BAY,141256.03,133300.0
-123.91,41.68,22.0,1880.0,360.0,743.0,314.0,2.9688,<1H OCEAN,106924.0,152700.0
-117.91,33.83,32.0,1855.0,527.0,2568.0,504.0,2.5509,<1H OCEAN,169896.0,170800.0
-117.28,32.77,38.0,1267.0,340.0,442.0,250.0,4.3403,NEAR OCEAN,370615.18,500000.0
-118.24,33.92,44.0,1079.0,210.0,601.0,182.0,2.2411,<1H OCEAN,110674.0,106400.0
-118.75,34.17,16.0,2950.0,387.0,1228.0,379.0,5.3749,NEAR OCEAN,297214.06,346100.0
-119.81,36.28,24.0,544.0,112.0,442.0,106.0,3.1071,INLAND,103916.0,56100.0
-121.4,39.33,15.0,2655.0,493.0,1200.0,432.0,3.5179,INLAND,118730.0,107200.0
-118.04,34.07,52.0,177.0,59.0,269.0,75.0,2.3611,<1H OCEAN,238635.18,131300.0
-117.71,34.1,52.0,567.0,152.0,2688.0,126.0,1.875,INLAND,100357.0,212500.0
-118.18,33.88,42.0,2326.0,503.0,1832.0,501.0,3.1713,<1H OCEAN,152681.0,161000.0
-118.36,33.87,22.0,2114.0,541.0,1300.0,538.0,3.4208,<1H OCEAN,262997.0,290000.0
-118.05,34.08,25.0,4909.0,1422.0,4983.0,1293.0,2.7254,<1H OCEAN,182723.0,143500.0
-121.36,38.0,17.0,4535.0,762.0,1562.0,743.0,5.3224,INLAND,219525.0,225800.0
-117.8,33.74,33.0,2890.0,453.0,1300.0,452.0,6.5616,<1H OCEAN,339719.07,290200.0
-121.31,37.96,52.0,2654.0,468.0,1157.0,494.0,3.226,INLAND,123682.0,107600.0
-117.26,34.53,10.0,3103.0,520.0,1283.0,464.0,3.071,INLAND,101614.0,151600.0
-118.31,34.01,48.0,2544.0,532.0,1357.0,498.0,2.5263,<1H OCEAN,140904.0,121000.0
-117.69,33.64,18.0,3783.0,654.0,1843.0,623.0,5.7559,<1H OCEAN,241083.0,215800.0
-122.12,39.91,16.0,4006.0,797.0,2028.0,752.0,2.3929,INLAND,89082.0,77200.0
-118.07,33.98,32.0,3304.0,714.0,2032.0,690.0,3.2093,<1H OCEAN,184406.0,167800.0
-121.79,37.33,13.0,2978.0,505.0,1794.0,485.0,6.6813,<1H OCEAN,313492.0,277800.0
-118.08,34.14,52.0,1282.0,189.0,431.0,187.0,6.1159,INLAND,349475.06,470800.0
-116.97,33.75,22.0,3740.0,965.0,2011.0,824.0,1.3039,INLAND,88498.0,77500.0
-121.9,37.45,16.0,2952.0,446.0,1525.0,460.0,5.6063,<1H OCEAN,253798.0,320500.0
-120.46,37.31,35.0,2042.0,378.0,953.0,356.0,2.7344,INLAND,86565.0,87800.0
-122.41,40.53,28.0,1127.0,245.0,538.0,208.0,2.037,INLAND,70573.0,72000.0
-118.42,34.28,29.0,1271.0,272.0,1338.0,266.0,4.125,<1H OCEAN,171688.0,150000.0
-122.1,40.05,26.0,633.0,129.0,305.0,140.0,2.1827,INLAND,71936.0,72700.0
-118.06,33.98,38.0,1862.0,319.0,975.0,305.0,4.7266,<1H OCEAN,208424.0,177600.0
-121.03,39.14,10.0,3138.0,524.0,1275.0,511.0,4.0775,INLAND,180055.0,164500.0
-119.71,36.79,34.0,1891.0,323.0,966.0,355.0,3.6681,INLAND,91653.0,82000.0
-117.69,34.0,28.0,707.0,154.0,561.0,129.0,2.5781,INLAND,156833.0,111600.0
-122.01,37.59,2.0,838.0,295.0,240.0,149.0,2.875,NEAR BAY,231516.03,237500.0
-115.88,32.93,15.0,208.0,49.0,51.0,20.0,4.0208,INLAND,177039.03,32500.0
-121.74,39.15,20.0,2302.0,412.0,1205.0,399.0,2.8,INLAND,109073.0,71200.0
-117.3,34.13,52.0,1859.0,395.0,968.0,333.0,1.2034,INLAND,77275.0,79500.0
-117.95,33.85,13.0,6963.0,1426.0,3892.0,1375.0,4.1325,<1H OCEAN,207594.0,203500.0
-122.35,37.93,39.0,2002.0,416.0,1166.0,395.0,1.7257,NEAR BAY,93009.0,91500.0
-120.72,37.38,22.0,1311.0,319.0,1455.0,340.0,2.2813,INLAND,88120.0,67300.0
-121.09,37.56,32.0,1717.0,325.0,1356.0,307.0,2.6705,INLAND,98956.0,91900.0
-120.33,37.97,17.0,2530.0,526.0,1024.0,496.0,2.0057,INLAND,113724.0,118900.0
-117.34,33.94,13.0,7910.0,,3382.0,1176.0,5.5563,INLAND,203952.0,214500.0
-119.91,34.4,24.0,2001.0,365.0,1170.0,330.0,6.0992,NEAR OCEAN,337392.06,268800.0
-121.59,39.1,24.0,1107.0,261.0,768.0,205.0,1.7167,INLAND,79710.0,48800.0
-119.83,36.79,35.0,1872.0,363.0,1054.0,369.0,3.3272,INLAND,87735.0,65600.0
-116.92,32.81,23.0,2668.0,528.0,1510.0,524.0,3.3669,<1H OCEAN,161957.0,158900.0
-121.93,37.27,35.0,1855.0,345.0,985.0,329.0,6.0196,<1H OCEAN,315085.0,255100.0
-118.46,34.07,49.0,2418.0,301.0,850.0,318.0,14.2867,<1H OCEAN,500001.0,500001.0
-120.98,37.64,45.0,1913.0,335.0,839.0,333.0,3.1397,INLAND,122901.0,110700.0
-121.76,37.7,9.0,3980.0,736.0,1705.0,679.0,5.7068,INLAND,235869.0,256700.0
-122.06,37.67,22.0,3882.0,816.0,1830.0,743.0,4.2733,NEAR BAY,226791.0,180700.0
-122.77,38.33,32.0,2054.0,324.0,843.0,306.0,4.5875,<1H OCEAN,253661.0,290700.0
-117.21,34.12,32.0,1677.0,354.0,1021.0,339.0,3.6853,INLAND,106382.0,90900.0
-117.66,34.14,8.0,1692.0,253.0,857.0,251.0,6.9418,INLAND,277107.0,310500.0
-120.89,37.21,25.0,3301.0,678.0,994.0,306.0,3.2262,INLAND,133729.0,97200.0
-120.4,34.85,26.0,2384.0,385.0,1323.0,400.0,4.8185,<1H OCEAN,210957.01,157900.0
-118.33,33.89,42.0,1816.0,338.0,897.0,306.0,5.1874,<1H OCEAN,253587.03,230800.0
-121.89,37.28,32.0,4308.0,717.0,2002.0,695.0,4.1645,<1H OCEAN,239360.0,281900.0
-118.35,33.89,29.0,2940.0,708.0,2175.0,684.0,3.6486,<1H OCEAN,234414.0,229000.0
-122.66,38.81,22.0,852.0,176.0,461.0,142.0,3.4375,INLAND,130666.0,83300.0
-117.76,33.53,24.0,2105.0,346.0,712.0,332.0,10.6349,<1H OCEAN,495839.86,500001.0
-117.9,33.74,25.0,808.0,163.0,1066.0,189.0,4.7679,<1H OCEAN,181557.0,173100.0
-118.3,33.88,35.0,3227.0,749.0,1881.0,696.0,2.8445,<1H OCEAN,214350.0,242100.0
-118.87,35.65,33.0,1504.0,325.0,584.0,223.0,3.4792,INLAND,83284.0,94600.0
-119.28,36.35,7.0,3598.0,701.0,2080.0,678.0,3.1111,INLAND,86310.0,72400.0
-117.31,32.98,17.0,2789.0,648.0,849.0,345.0,4.1012,NEAR OCEAN,290918.04,244700.0
-119.83,34.45,24.0,2168.0,373.0,934.0,366.0,5.4197,NEAR OCEAN,321278.01,280900.0
-121.26,37.98,41.0,1633.0,433.0,885.0,413.0,0.9782,INLAND,67110.0,54200.0
-122.3,38.3,44.0,3690.0,809.0,1922.0,736.0,2.6346,NEAR BAY,155664.0,139800.0
-118.34,33.88,31.0,3122.0,727.0,1885.0,715.0,3.8657,<1H OCEAN,254788.0,298400.0
-117.13,32.8,35.0,2129.0,382.0,1044.0,350.0,3.9732,NEAR OCEAN,172017.01,174900.0
-117.5,33.92,31.0,2529.0,513.0,1504.0,426.0,2.9821,INLAND,119478.0,115600.0
-118.2,34.02,48.0,2230.0,593.0,2419.0,598.0,2.3944,<1H OCEAN,139855.0,130700.0
-118.28,33.99,38.0,1454.0,323.0,1098.0,297.0,1.5109,<1H OCEAN,98855.0,104000.0
-121.94,37.83,11.0,2836.0,373.0,959.0,335.0,10.5815,INLAND,451782.71,500001.0
-122.19,37.8,48.0,1694.0,259.0,610.0,238.0,4.744,NEAR BAY,234889.0,257300.0
-118.25,33.9,37.0,2119.0,442.0,1372.0,406.0,1.9605,<1H OCEAN,104666.0,106200.0
-118.25,33.79,38.0,1730.0,460.0,1724.0,424.0,2.7308,NEAR OCEAN,151769.0,150400.0
-121.06,38.88,17.0,7635.0,1284.0,3096.0,1227.0,4.2917,INLAND,178884.0,184300.0
-122.19,39.53,34.0,2679.0,533.0,1287.0,505.0,2.165,INLAND,65345.0,58700.0
-117.2,32.83,36.0,1089.0,240.0,623.0,226.0,2.5909,NEAR OCEAN,218800.0,176000.0
-117.86,33.79,31.0,3523.0,922.0,2660.0,949.0,3.1792,<1H OCEAN,196932.0,146400.0
-124.01,40.89,28.0,1470.0,336.0,811.0,314.0,2.4559,<1H OCEAN,91978.0,75600.0
-120.2,34.61,15.0,2958.0,690.0,1348.0,617.0,3.8582,NEAR OCEAN,248107.04,215200.0
-120.97,37.63,39.0,2360.0,607.0,2047.0,605.0,1.7054,INLAND,74771.0,58800.0
-121.62,37.09,37.0,1593.0,303.0,1030.0,287.0,3.9306,<1H OCEAN,229323.0,260700.0
-117.17,32.81,26.0,2424.0,388.0,974.0,375.0,4.739,NEAR OCEAN,206639.0,184100.0
-117.09,32.76,31.0,1235.0,387.0,816.0,397.0,1.5517,NEAR OCEAN,130834.0,122500.0
-122.24,37.81,52.0,1490.0,238.0,634.0,256.0,6.0302,NEAR BAY,361251.06,287300.0
-121.34,38.58,18.0,1631.0,228.0,599.0,228.0,7.8031,INLAND,263337.0,267200.0
-118.28,34.03,26.0,2107.0,809.0,2821.0,572.0,0.844,<1H OCEAN,182463.0,350000.0
-121.88,37.41,23.0,3224.0,652.0,2183.0,655.0,4.3807,<1H OCEAN,200345.0,226900.0
-117.11,33.15,14.0,8374.0,1407.0,2916.0,1295.0,4.7019,<1H OCEAN,210711.0,191100.0
-118.32,33.98,44.0,1448.0,314.0,861.0,310.0,2.2396,<1H OCEAN,125248.0,108600.0
-122.05,37.31,25.0,4601.0,696.0,2003.0,666.0,8.0727,<1H OCEAN,418696.18,455500.0
-122.3,38.28,31.0,1633.0,316.0,944.0,300.0,3.3977,NEAR BAY,142686.0,158700.0
-121.43,38.62,36.0,1765.0,438.0,1008.0,382.0,2.0639,INLAND,79009.0,73000.0
-123.23,39.77,25.0,2075.0,435.0,991.0,377.0,1.2281,INLAND,70773.0,60300.0
-116.95,33.79,20.0,2399.0,546.0,1726.0,542.0,1.8845,INLAND,84486.0,77700.0
-121.01,37.7,12.0,9148.0,1906.0,4656.0,1853.0,3.2447,INLAND,149789.0,142200.0
-121.2,38.36,14.0,2634.0,463.0,1402.0,432.0,3.8897,INLAND,149414.0,175700.0
-118.15,33.92,40.0,1335.0,281.0,804.0,282.0,4.3194,<1H OCEAN,188848.0,198400.0
-122.08,37.39,44.0,1498.0,430.0,848.0,400.0,2.8438,NEAR BAY,208978.0,307100.0
-121.24,37.96,37.0,1175.0,260.0,951.0,267.0,2.875,INLAND,85035.0,57700.0
-118.02,33.77,33.0,2683.0,436.0,1520.0,456.0,5.0091,<1H OCEAN,236858.0,211500.0
-121.3,38.14,17.0,3507.0,696.0,1867.0,709.0,3.2123,INLAND,114588.0,120700.0
-118.27,33.99,30.0,504.0,140.0,529.0,123.0,1.9531,<1H OCEAN,103587.0,100000.0
-119.95,37.47,32.0,1312.0,315.0,600.0,265.0,1.5,INLAND,90891.0,91500.0
-122.04,38.25,52.0,582.0,131.0,241.0,106.0,2.4,INLAND,113686.0,125000.0
-121.84,37.4,25.0,1866.0,271.0,840.0,275.0,6.8677,<1H OCEAN,318862.01,288500.0
-117.91,33.87,52.0,2031.0,506.0,1191.0,463.0,2.9076,<1H OCEAN,192732.0,177300.0
-117.94,33.88,35.0,1694.0,296.0,679.0,282.0,4.3333,<1H OCEAN,220006.0,239300.0
-119.01,35.44,20.0,3458.0,651.0,1465.0,621.0,2.5806,INLAND,85394.0,82500.0
-121.44,39.5,26.0,1652.0,325.0,790.0,292.0,3.0446,INLAND,81117.0,90800.0
-122.25,40.15,15.0,1677.0,346.0,858.0,327.0,2.4375,INLAND,94369.0,59200.0
-118.16,33.84,36.0,2444.0,432.0,1199.0,424.0,4.1538,<1H OCEAN,219277.01,218800.0
-118.3,33.89,37.0,2132.0,565.0,1369.0,565.0,3.285,<1H OCEAN,192289.0,218100.0
-117.66,33.46,26.0,2073.0,370.0,952.0,340.0,5.0877,<1H OCEAN,280885.04,288100.0
-118.32,34.11,42.0,2462.0,543.0,857.0,482.0,4.0833,<1H OCEAN,409990.3,434400.0
-122.68,38.44,36.0,1311.0,259.0,648.0,268.0,3.4545,<1H OCEAN,170369.0,161200.0
-121.84,39.73,52.0,957.0,263.0,513.0,223.0,1.3672,INLAND,87910.0,55000.0
-121.26,37.93,33.0,2109.0,531.0,2248.0,588.0,1.4583,INLAND,69808.0,53000.0
-118.19,34.05,46.0,1051.0,302.0,1435.0,305.0,1.6667,<1H OCEAN,133211.0,133600.0
-117.74,34.07,42.0,2504.0,553.0,1550.0,509.0,3.0294,INLAND,129035.0,135700.0
-121.62,39.15,23.0,1984.0,528.0,1043.0,452.0,1.9375,INLAND,84783.0,65300.0
-118.92,35.38,33.0,3122.0,579.0,1733.0,545.0,3.8307,INLAND,88097.0,70600.0
-122.72,38.42,26.0,1168.0,253.0,937.0,248.0,1.9458,<1H OCEAN,150689.0,146000.0
-122.01,38.25,16.0,1081.0,181.0,792.0,184.0,4.6779,INLAND,202683.0,131300.0
-118.18,33.83,39.0,3622.0,745.0,1330.0,648.0,3.3125,NEAR OCEAN,292320.02,425500.0
-119.78,34.45,23.0,2077.0,306.0,705.0,256.0,6.4744,NEAR OCEAN,315443.02,500001.0
-118.29,34.09,35.0,2624.0,1116.0,3548.0,1008.0,2.0132,<1H OCEAN,212667.0,198400.0
-122.47,37.78,52.0,2042.0,378.0,1153.0,408.0,4.1856,NEAR BAY,409330.02,404700.0
-122.36,37.94,26.0,1540.0,343.0,1007.0,338.0,1.3365,NEAR BAY,91502.0,72900.0
-117.68,33.51,19.0,2930.0,428.0,1481.0,430.0,6.323,<1H OCEAN,295533.0,480800.0
-117.61,33.42,31.0,3959.0,856.0,1919.0,775.0,4.0313,NEAR OCEAN,290717.04,282000.0
-121.9,37.67,15.0,2130.0,273.0,876.0,285.0,7.2639,<1H OCEAN,322212.01,332400.0
-118.14,33.77,51.0,2812.0,621.0,1171.0,566.0,3.875,NEAR OCEAN,380722.02,342900.0
-122.42,37.77,52.0,1176.0,493.0,1136.0,436.0,1.375,NEAR BAY,214451.04,312500.0
-118.12,34.0,31.0,3281.0,768.0,2385.0,733.0,2.7308,<1H OCEAN,183682.0,173800.0
-121.43,38.58,35.0,5298.0,954.0,1933.0,918.0,3.9167,INLAND,148571.0,155700.0
-118.17,33.96,25.0,3297.0,1066.0,5027.0,1041.0,2.2817,<1H OCEAN,153860.0,164200.0
-122.13,37.72,26.0,2862.0,394.0,1030.0,397.0,7.912,NEAR BAY,428238.12,367300.0
-118.3,33.97,42.0,944.0,200.0,567.0,190.0,2.6311,<1H OCEAN,132513.0,124100.0
-121.87,37.41,24.0,3308.0,548.0,1891.0,544.0,5.6683,<1H OCEAN,250052.0,248700.0
-123.36,39.01,35.0,1551.0,321.0,857.0,288.0,2.7232,<1H OCEAN,122196.0,115400.0
-122.41,37.8,52.0,3260.0,1535.0,3260.0,1457.0,0.9,NEAR BAY,279673.18,500001.0
-121.99,36.99,29.0,3119.0,507.0,1476.0,487.0,5.8123,NEAR OCEAN,381460.32,281500.0
-119.05,35.42,35.0,2353.0,483.0,1368.0,455.0,2.325,INLAND,64280.0,63200.0
-116.9,34.25,16.0,3018.0,523.0,556.0,244.0,3.5288,INLAND,144597.0,189700.0
-118.35,33.99,48.0,2741.0,439.0,1115.0,459.0,5.0514,<1H OCEAN,249334.02,269100.0
-122.04,36.95,36.0,1862.0,364.0,1080.0,364.0,4.4567,NEAR OCEAN,246800.01,263800.0
-122.01,36.95,52.0,1217.0,325.0,508.0,237.0,2.0547,NEAR OCEAN,230937.0,326700.0
-122.02,37.95,25.0,1205.0,260.0,608.0,272.0,2.4519,NEAR BAY,165396.0,208300.0
-118.05,33.87,18.0,4928.0,773.0,2952.0,754.0,5.8855,<1H OCEAN,304628.06,313800.0
-116.93,32.79,19.0,3354.0,,1948.0,682.0,3.0192,<1H OCEAN,173668.0,142300.0
-117.22,34.12,30.0,2512.0,597.0,1390.0,523.0,2.3725,INLAND,86187.0,77200.0
-119.83,36.79,24.0,3505.0,819.0,2098.0,774.0,1.9575,INLAND,65692.0,67000.0
-118.28,33.96,34.0,2074.0,562.0,1913.0,514.0,1.6156,<1H OCEAN,98386.0,102100.0
-119.71,36.82,12.0,2144.0,568.0,1320.0,566.0,2.3381,INLAND,77227.0,112500.0
-118.27,33.96,38.0,977.0,295.0,1073.0,292.0,1.0208,<1H OCEAN,94453.0,86400.0
-118.26,33.89,36.0,2230.0,417.0,1395.0,381.0,2.8493,<1H OCEAN,129523.0,109600.0
-122.48,37.74,52.0,2166.0,423.0,1072.0,370.0,4.131,NEAR OCEAN,318921.01,314300.0
-118.08,34.12,34.0,2921.0,641.0,1541.0,562.0,3.6827,<1H OCEAN,238587.0,264100.0
-118.0,33.81,13.0,2782.0,605.0,1749.0,628.0,4.1276,<1H OCEAN,191486.0,153800.0
-118.2,33.98,43.0,1091.0,320.0,1418.0,316.0,2.1522,<1H OCEAN,152310.0,159400.0
-118.3,34.01,52.0,1908.0,428.0,1271.0,394.0,2.5885,<1H OCEAN,124703.0,136200.0
-122.44,37.76,38.0,2202.0,452.0,833.0,435.0,6.8939,NEAR BAY,402888.24,455900.0
-117.94,33.62,28.0,1765.0,390.0,832.0,349.0,6.5928,<1H OCEAN,418513.26,439100.0
